,Aces_pct,Df_pct,FirstServe_In,FirstServe_Win,SecondServe_Win,TotalPoints_Won,ReturnPoints_Won,vAces_pct,v1stReturn_Win,v2ndReturn_Win,BP_Saved_rate,BP_Converted_rate
Cluster 0,0.8185312981770448,0.24383918994306705,-0.4132917817375697,0.8183936231913808,0.03329349543247105,-0.09218677857667588,-0.8252475376471253,0.17089639063096054,-0.7437011304370087,-0.8053313678152026,0.5331872091938189,-0.8335919130776113
Cluster 1,-0.613898473632784,-0.1828793924573003,0.30996883630317007,-0.6137952173935324,-0.024970121574347234,0.06914008393251914,0.6189356532353396,-0.12817229297322016,0.5577758478277529,0.6039985258613961,-0.3998904068953658,0.6251939348082026
