Age,Age_sq,GP,MP,PTS_per_GP,TRB_per_GP,AST_per_GP,STL_per_GP,BLK_per_GP,TRB_per_min,AST_per_min,STL_per_min,BLK_per_min,FG%,3P%,FT%,USG%,BPM,VORP,AST_to_TOV,STL_BLK_sum,Toxic_Contract,Position_Clean,Experience_Category
42,258.0179470878772,7,10.1,0.5571428571428572,0.2285714285714286,0.0,0.014285714285714287,0.04285714285714286,0.15841584158415842,0.0,0.009900990099009901,0.0297029702970297,0.345,0.333,0.8,20.1,-12.1,-0.2,0.0,0.4,0,C,Veteran
22,15.500464570394637,35,14.5,0.16285714285714287,0.15714285714285714,0.037142857142857144,0.014285714285714285,0.025714285714285714,0.3793103448275862,0.0896551724137931,0.034482758620689655,0.06206896551724138,0.644,0.375,0.595,15.6,0.6,0.3,1.0833333333333335,1.4,0,C,Rookie
23,8.626338696268764,63,32.7,0.3492063492063492,0.07936507936507936,0.04603174603174603,0.01111111111111111,0.0031746031746031746,0.1529051987767584,0.08868501529051986,0.021406727828746173,0.0061162079510703364,0.452,0.329,0.749,27.9,-1.8,0.1,1.380952380952381,0.8999999999999999,0,SF,Prime
28,4.255709325639398,54,22.1,0.1685185185185185,0.044444444444444446,0.02962962962962963,0.009259259259259259,0.005555555555555556,0.10859728506787329,0.07239819004524886,0.02262443438914027,0.013574660633484162,0.467,0.381,0.844,17.3,-3.3,-0.4,1.2307692307692308,0.8,0,PF,Prime
29,9.381583451513524,65,23.5,0.15538461538461537,0.04153846153846154,0.04153846153846154,0.016923076923076926,0.004615384615384615,0.11489361702127661,0.11489361702127661,0.04680851063829788,0.01276595744680851,0.431,0.365,0.852,18.4,-1.2,0.3,2.076923076923077,1.4000000000000001,0,SG,Veteran
26,0.003961073891143875,68,35.8,0.4161764705882353,0.06323529411764706,0.06470588235294118,0.022058823529411766,0.0058823529411764705,0.12011173184357542,0.12290502793296092,0.04189944134078213,0.011173184357541902,0.484,0.386,0.867,32.1,6.3,5.0,1.6923076923076923,1.9,0,SG,Prime
27,1.1298351997652707,64,35.0,0.33125,0.1125,0.0578125,0.009375,0.0078125,0.2057142857142857,0.10571428571428572,0.017142857142857144,0.014285714285714285,0.448,0.333,0.73,27.9,-1.7,0.2,1.2333333333333334,1.1,0,PF,Prime
28,4.255709325639398,48,20.2,0.21458333333333335,0.04583333333333334,0.09375,0.014583333333333332,0.004166666666666667,0.10891089108910892,0.22277227722772278,0.03465346534653465,0.009900990099009901,0.415,0.368,0.766,24.8,-1.2,0.2,2.6470588235294117,0.8999999999999999,0,PG,Prime
29,9.381583451513524,60,26.1,0.2833333333333333,0.04833333333333333,0.030000000000000002,0.013333333333333334,0.005,0.1111111111111111,0.06896551724137931,0.03065134099616858,0.011494252873563216,0.479,0.397,0.812,26.0,0.3,0.9,1.0588235294117647,1.1,0,SG,Veteran
29,9.381583451513524,32,15.0,0.1625,0.0875,0.021875,0.025,0.021875,0.18666666666666665,0.04666666666666666,0.05333333333333334,0.04666666666666666,0.565,0.371,0.667,13.6,1.4,0.4,1.1666666666666667,1.5,0,SF,Veteran
