Age,Age_sq,GP,MP,PTS_per_GP,TRB_per_GP,AST_per_GP,STL_per_GP,BLK_per_GP,TRB_per_min,AST_per_min,STL_per_min,BLK_per_min,FG%,3P%,FT%,USG%,BPM,VORP,AST_to_TOV,STL_BLK_sum,Toxic_Contract,Position_Clean,Experience_Category
27,1.1298351997652707,23,7.4,0.04782608695652174,0.09130434782608696,0.013043478260869565,0.004347826086956522,0.013043478260869565,0.28378378378378377,0.040540540540540536,0.013513513513513514,0.040540540540540536,0.458,0.25,1.0,9.2,-6.3,-0.2,0.6,0.4,0,C,Prime
26,0.003961073891143875,80,24.3,0.12875,0.03125,0.065,0.0125,0.00125,0.102880658436214,0.2139917695473251,0.0411522633744856,0.00411522633744856,0.438,0.371,0.8,17.7,1.6,1.7,5.777777777777778,1.1,0,PG,Prime
23,8.626338696268764,69,10.9,0.06086956521739131,0.05507246376811594,0.005797101449275362,0.010144927536231883,0.010144927536231883,0.34862385321100914,0.03669724770642202,0.06422018348623852,0.06422018348623852,0.593,0.167,0.745,16.4,-0.1,0.4,0.5714285714285715,1.4,0,C,Prime
25,0.8780869480170171,80,16.1,0.08,0.0325,0.01125,0.005,0.00375,0.16149068322981366,0.05590062111801242,0.024844720496894408,0.018633540372670804,0.455,0.418,0.706,14.7,1.0,1.0,2.25,0.7,0,SF,Prime
26,0.003961073891143875,76,20.6,0.1105263157894737,0.03289473684210526,0.042105263157894736,0.003947368421052632,0.002631578947368421,0.12135922330097086,0.1553398058252427,0.014563106796116504,0.009708737864077669,0.479,0.378,0.853,18.5,-2.0,0.0,2.666666666666667,0.5,0,SG,Prime
30,16.50745757738765,60,37.4,0.4516666666666667,0.08499999999999999,0.09166666666666666,0.018333333333333333,0.013333333333333334,0.13636363636363635,0.14705882352941177,0.029411764705882356,0.021390374331550804,0.494,0.379,0.905,28.9,4.1,3.5,2.619047619047619,1.9000000000000001,0,PG,Veteran
23,8.626338696268764,75,27.6,0.12666666666666668,0.036000000000000004,0.06,0.012,0.002666666666666667,0.09782608695652174,0.16304347826086957,0.03260869565217391,0.007246376811594203,0.441,0.35,0.79,16.1,-3.2,-0.6,2.6470588235294117,1.1,0,SG,Prime
28,4.255709325639398,82,28.3,0.15121951219512195,0.04390243902439025,0.0475609756097561,0.008536585365853657,0.010975609756097562,0.127208480565371,0.13780918727915192,0.024734982332155476,0.03180212014134275,0.462,0.381,0.875,17.7,2.4,2.6,3.25,1.6,0,SG,Prime
33,49.88507995501003,64,33.4,0.3578125,0.0921875,0.0828125,0.028125,0.0046875,0.17664670658682635,0.15868263473053892,0.05389221556886228,0.008982035928143712,0.539,0.35,0.85,25.6,8.7,5.8,3.3124999999999996,2.1,0,PF,Veteran
26,0.003961073891143875,54,17.9,0.08148148148148149,0.06481481481481481,0.014814814814814815,0.012962962962962963,0.005555555555555556,0.19553072625698326,0.044692737430167606,0.03910614525139665,0.01675977653631285,0.431,0.339,0.464,12.5,-3.1,-0.3,1.0,1.0,0,PF,Prime
21,24.37459044452051,80,32.6,0.2325,0.05125,0.04375,0.0125,0.0025,0.12576687116564417,0.10736196319018404,0.03067484662576687,0.006134969325153374,0.485,0.361,0.842,23.5,-0.1,1.3,1.6666666666666665,1.2,0,SF,Rookie
26,0.003961073891143875,81,23.1,0.10864197530864199,0.04197530864197531,0.02839506172839506,0.006172839506172839,0.0037037037037037034,0.14718614718614717,0.09956709956709955,0.021645021645021644,0.012987012987012986,0.519,0.389,0.78,15.3,-0.2,0.8,2.3,0.8,0,SG,Prime
20,35.24871631864638,78,28.5,0.2141025641025641,0.05256410256410256,0.019230769230769232,0.007692307692307692,0.002564102564102564,0.143859649122807,0.05263157894736842,0.021052631578947368,0.007017543859649123,0.434,0.323,0.828,24.6,-3.7,-1.0,0.7894736842105263,0.8,0,SG,Rookie
29,9.381583451513524,52,13.5,0.057692307692307696,0.04615384615384615,0.025,0.005769230769230769,0.0038461538461538464,0.17777777777777778,0.0962962962962963,0.022222222222222223,0.014814814814814815,0.448,0.186,0.792,11.3,-3.8,-0.3,1.8571428571428574,0.5,0,SF,Veteran
22,15.500464570394637,46,12.0,0.07391304347826087,0.058695652173913045,0.006521739130434782,0.008695652173913044,0.015217391304347825,0.225,0.024999999999999998,0.03333333333333333,0.05833333333333333,0.558,0.211,0.731,12.4,-4.0,-0.3,0.4285714285714286,1.1,0,C,Rookie
28,4.255709325639398,22,25.8,0.6,0.20454545454545456,0.2545454545454545,0.05,0.022727272727272728,0.1744186046511628,0.21705426356589144,0.04263565891472868,0.01937984496124031,0.537,0.472,0.774,20.2,2.4,0.6,3.4999999999999996,1.6,0,PG,Prime
26,0.003961073891143875,72,26.3,0.13055555555555556,0.0625,0.04861111111111111,0.018055555555555557,0.001388888888888889,0.17110266159695817,0.13307984790874525,0.049429657794676805,0.0038022813688212928,0.435,0.397,0.817,15.1,0.7,1.3,2.1875,1.4000000000000001,0,SG,Prime
23,8.626338696268764,25,14.9,0.24,0.07200000000000001,0.10800000000000001,0.032,0.0,0.12080536912751678,0.18120805369127518,0.053691275167785234,0.0,0.405,0.367,0.737,19.5,-1.8,0.0,2.7,0.8,0,PG,Prime
23,8.626338696268764,68,18.4,0.16911764705882354,0.07205882352941177,0.016176470588235296,0.008823529411764706,0.011764705882352941,0.266304347826087,0.05978260869565218,0.03260869565217391,0.04347826086956522,0.537,0.346,0.677,24.8,1.0,1.0,0.7857142857142858,1.4,0,C,Prime
27,1.1298351997652707,69,11.7,0.05507246376811594,0.042028985507246375,0.011594202898550725,0.002898550724637681,0.010144927536231883,0.24786324786324787,0.06837606837606838,0.017094017094017096,0.05982905982905983,0.665,0.231,0.821,11.5,1.0,0.6,2.0,0.8999999999999999,0,C,Prime
23,8.626338696268764,81,28.9,0.18395061728395062,0.05185185185185186,0.04197530864197531,0.012345679012345678,0.0024691358024691358,0.1453287197231834,0.11764705882352941,0.03460207612456748,0.006920415224913496,0.448,0.37,0.819,20.9,1.7,2.1,2.8333333333333335,1.2,0,SG,Prime
29,9.381583451513524,67,12.7,0.08955223880597014,0.09850746268656715,0.007462686567164179,0.01044776119402985,0.005970149253731343,0.5196850393700787,0.03937007874015748,0.05511811023622047,0.03149606299212599,0.606,0.0,0.536,21.0,-0.8,0.3,0.45454545454545453,1.1,0,C,Veteran
32,36.7592058291359,67,32.6,0.28805970149253735,0.07611940298507462,0.11044776119402985,0.01791044776119403,0.005970149253731343,0.15644171779141103,0.22699386503067484,0.03680981595092024,0.012269938650306749,0.479,0.384,0.859,25.0,3.1,2.8,2.5517241379310347,1.6,0,PG,Veteran
30,16.50745757738765,74,20.4,0.1108108108108108,0.04054054054054054,0.01756756756756757,0.005405405405405406,0.0013513513513513514,0.14705882352941177,0.06372549019607844,0.019607843137254905,0.004901960784313726,0.442,0.445,0.904,16.3,-1.7,0.1,1.1818181818181817,0.5,0,SG,Veteran
31,25.633331703261778,63,15.0,0.09682539682539681,0.050793650793650794,0.012698412698412698,0.0031746031746031746,0.006349206349206349,0.21333333333333335,0.05333333333333334,0.013333333333333334,0.02666666666666667,0.449,0.391,0.769,15.1,-0.4,0.4,2.0,0.6000000000000001,0,C,Veteran
24,3.7522128221428903,52,23.1,0.12884615384615386,0.05384615384615384,0.015384615384615385,0.009615384615384616,0.009615384615384616,0.1212121212121212,0.03463203463203463,0.021645021645021644,0.021645021645021644,0.417,0.365,0.821,11.9,-2.4,-0.1,1.3333333333333335,1.0,0,PF,Prime
25,0.8780869480170171,80,23.9,0.11750000000000001,0.05375,0.02,0.0125,0.005,0.1799163179916318,0.06694560669456068,0.041841004184100423,0.01673640167364017,0.455,0.332,0.841,17.2,-2.1,-0.1,1.3333333333333335,1.4,0,SF,Prime
23,8.626338696268764,12,7.0,0.21666666666666667,0.14166666666666666,0.024999999999999998,0.024999999999999998,0.024999999999999998,0.24285714285714285,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.429,0.375,1.0,16.4,-1.4,0.0,2.9999999999999996,0.6,0,PF,Prime
29,9.381583451513524,66,30.4,0.12575757575757576,0.07272727272727272,0.022727272727272728,0.012121212121212121,0.007575757575757576,0.15789473684210525,0.049342105263157895,0.026315789473684213,0.01644736842105263,0.391,0.337,0.763,13.2,-2.0,0.0,1.6666666666666665,1.3,0,PF,Veteran
30,16.50745757738765,7,15.6,1.0,0.4428571428571429,0.18571428571428572,0.04285714285714286,0.1285714285714286,0.19871794871794873,0.08333333333333334,0.019230769230769232,0.057692307692307696,0.477,0.182,0.417,20.1,-1.4,0.0,3.25,1.2,0,C,Veteran
27,1.1298351997652707,77,35.9,0.3220779220779221,0.05844155844155844,0.05454545454545455,0.011688311688311689,0.0025974025974025974,0.12534818941504178,0.11699164345403901,0.02506963788300836,0.0055710306406685246,0.485,0.375,0.848,28.3,1.9,2.7,1.6800000000000002,1.1,0,SG,Prime
22,15.500464570394637,56,19.4,0.21071428571428572,0.04285714285714286,0.05535714285714286,0.012499999999999999,0.005357142857142857,0.12371134020618557,0.1597938144329897,0.03608247422680413,0.015463917525773196,0.399,0.371,0.843,28.0,-0.8,0.3,2.066666666666667,1.0,0,PG,Rookie
20,35.24871631864638,23,8.1,0.14347826086956522,0.06956521739130435,0.021739130434782608,0.004347826086956522,0.021739130434782608,0.19753086419753088,0.0617283950617284,0.01234567901234568,0.0617283950617284,0.492,0.429,0.55,17.7,-2.8,0.0,1.6666666666666667,0.6,0,SG,Rookie
24,3.7522128221428903,59,15.0,0.10508474576271187,0.0288135593220339,0.030508474576271188,0.00847457627118644,0.006779661016949153,0.11333333333333333,0.12000000000000001,0.03333333333333333,0.02666666666666667,0.444,0.384,0.667,17.9,-0.9,0.2,2.0,0.9,0,SG,Prime
25,0.8780869480170171,57,19.5,0.18421052631578946,0.07894736842105263,0.02631578947368421,0.010526315789473684,0.0035087719298245615,0.23076923076923078,0.07692307692307693,0.030769230769230767,0.010256410256410256,0.5,0.313,0.841,21.1,0.6,0.7,1.25,0.8,0,C,Prime
21,24.37459044452051,17,18.8,0.5705882352941176,0.20588235294117646,0.03529411764705882,0.023529411764705882,0.01764705882352941,0.18617021276595744,0.031914893617021274,0.02127659574468085,0.015957446808510637,0.454,0.402,0.824,19.2,-3.3,-0.1,1.0,0.7,0,SF,Rookie
22,15.500464570394637,76,26.6,0.12105263157894736,0.08421052631578947,0.03684210526315789,0.011842105263157895,0.005263157894736842,0.24060150375939848,0.10526315789473684,0.03383458646616541,0.015037593984962405,0.437,0.297,0.739,16.7,-2.3,-0.1,1.7499999999999998,1.3,0,SF,Rookie
23,8.626338696268764,67,34.9,0.30000000000000004,0.08059701492537313,0.06268656716417911,0.011940298507462687,0.0029850746268656717,0.1547277936962751,0.12034383954154729,0.022922636103151865,0.005730659025787966,0.439,0.378,0.934,25.6,0.6,1.6,1.7500000000000002,1.0,0,SG,Prime
37,122.38857645850653,59,32.0,0.23559322033898306,0.07288135593220339,0.15084745762711865,0.025423728813559324,0.006779661016949153,0.134375,0.278125,0.046875,0.0125,0.44,0.375,0.831,19.2,3.2,2.5,4.68421052631579,1.9,0,PG,Veteran
34,65.01095408088416,27,12.5,0.2074074074074074,0.05555555555555555,0.06296296296296296,0.011111111111111112,0.007407407407407408,0.12,0.136,0.024,0.016,0.384,0.302,0.917,23.6,-3.7,-0.1,2.125,0.5,0,PG,Veteran
24,3.7522128221428903,23,12.0,0.09999999999999999,0.06956521739130435,0.07391304347826087,0.013043478260869565,0.004347826086956522,0.13333333333333333,0.14166666666666666,0.024999999999999998,0.008333333333333333,0.417,0.0,0.667,11.6,-5.1,-0.2,2.428571428571429,0.4,0,SG,Prime
21,24.37459044452051,35,11.8,0.08571428571428572,0.05142857142857143,0.017142857142857144,0.008571428571428572,0.002857142857142857,0.15254237288135591,0.05084745762711864,0.02542372881355932,0.00847457627118644,0.389,0.338,0.778,11.7,-3.5,-0.2,1.2,0.4,0,PF,Rookie
29,9.381583451513524,69,28.4,0.13623188405797101,0.07681159420289854,0.07101449275362319,0.01594202898550725,0.013043478260869566,0.18661971830985916,0.17253521126760565,0.03873239436619719,0.03169014084507042,0.509,0.41,0.735,14.4,2.5,2.2,3.266666666666667,2.0,0,PF,Veteran
25,0.8780869480170171,40,16.1,0.175,0.06999999999999999,0.017499999999999998,0.017499999999999998,0.0025,0.17391304347826084,0.04347826086956521,0.04347826086956521,0.006211180124223602,0.443,0.281,0.68,19.3,-4.4,-0.4,0.7777777777777777,0.7999999999999999,0,SF,Prime
24,3.7522128221428903,42,11.3,0.0976190476190476,0.05952380952380952,0.02142857142857143,0.009523809523809525,0.004761904761904762,0.22123893805309733,0.07964601769911504,0.035398230088495575,0.017699115044247787,0.432,0.3,0.488,17.8,-4.6,-0.3,1.2857142857142858,0.6000000000000001,0,PF,Prime
24,3.7522128221428903,74,36.9,0.40675675675675677,0.11891891891891893,0.06216216216216216,0.014864864864864866,0.009459459459459458,0.23848238482384826,0.12466124661246612,0.029810298102981032,0.018970189701897018,0.466,0.35,0.854,32.7,5.5,5.1,1.586206896551724,1.8,0,SF,Prime
26,0.003961073891143875,63,13.4,0.0619047619047619,0.019047619047619046,0.02222222222222222,0.009523809523809523,0.0031746031746031746,0.08955223880597014,0.1044776119402985,0.04477611940298507,0.014925373134328358,0.418,0.409,0.844,13.4,-2.0,0.0,2.3333333333333335,0.8,0,PG,Prime
28,4.255709325639398,66,34.6,0.5015151515151516,0.15454545454545454,0.06363636363636364,0.015151515151515152,0.025757575757575757,0.29479768786127164,0.12138728323699421,0.028901734104046242,0.04913294797687861,0.548,0.33,0.857,37.0,9.2,6.4,1.2352941176470589,2.7,0,C,Prime
22,15.500464570394637,29,33.0,0.896551724137931,0.2413793103448276,0.1586206896551724,0.03793103448275863,0.020689655172413793,0.21212121212121213,0.13939393939393938,0.03333333333333333,0.01818181818181818,0.608,0.368,0.714,30.4,5.8,1.9,1.352941176470588,1.7000000000000002,0,PF,Rookie
28,4.255709325639398,58,16.0,0.09655172413793103,0.041379310344827586,0.013793103448275864,0.006896551724137932,0.005172413793103448,0.15,0.05,0.025,0.01875,0.491,0.444,0.723,13.1,-0.6,0.3,2.0,0.7,0,SF,Prime
26,0.003961073891143875,53,34.6,0.5245283018867924,0.08490566037735849,0.10377358490566038,0.018867924528301886,0.005660377358490566,0.13005780346820808,0.15895953757225434,0.028901734104046242,0.008670520231213872,0.494,0.351,0.855,31.8,4.2,2.9,2.0370370370370368,1.3,0,SG,Prime
21,24.37459044452051,36,35.2,0.6472222222222223,0.17777777777777778,0.23333333333333334,0.036111111111111115,0.008333333333333333,0.18181818181818182,0.23863636363636362,0.03693181818181818,0.008522727272727272,0.411,0.376,0.836,30.0,2.4,1.4,2.3333333333333335,1.6,0,PG,Rookie
25,0.8780869480170171,73,33.4,0.3424657534246575,0.057534246575342465,0.08356164383561643,0.015068493150684932,0.00410958904109589,0.125748502994012,0.18263473053892215,0.03293413173652695,0.008982035928143712,0.512,0.324,0.78,30.1,2.5,2.7,2.44,1.4000000000000001,0,PG,Prime
31,25.633331703261778,78,30.3,0.09230769230769231,0.046153846153846156,0.017948717948717947,0.008974358974358974,0.002564102564102564,0.1188118811881188,0.0462046204620462,0.0231023102310231,0.006600660066006601,0.409,0.38,0.703,10.0,-2.6,-0.4,2.8,0.8999999999999999,0,SF,Veteran
21,24.37459044452051,53,23.5,0.1867924528301887,0.05660377358490566,0.05471698113207547,0.024528301886792454,0.009433962264150943,0.1276595744680851,0.12340425531914893,0.055319148936170216,0.02127659574468085,0.419,0.327,0.723,20.3,-1.0,0.3,1.611111111111111,1.8,0,SG,Rookie
27,1.1298351997652707,67,25.9,0.24776119402985078,0.10895522388059702,0.026865671641791045,0.005970149253731343,0.016417910447761197,0.28185328185328185,0.0694980694980695,0.015444015444015446,0.042471042471042476,0.515,0.376,0.772,26.4,1.7,1.6,1.0,1.5,0,C,Prime
26,0.003961073891143875,71,32.5,0.2507042253521127,0.04225352112676056,0.08732394366197184,0.014084507042253521,0.005633802816901409,0.09230769230769231,0.19076923076923077,0.03076923076923077,0.012307692307692308,0.469,0.396,0.829,22.7,1.5,2.0,2.3846153846153846,1.4,0,PG,Prime
25,0.8780869480170171,75,34.6,0.27199999999999996,0.12266666666666666,0.04266666666666667,0.016,0.010666666666666668,0.2658959537572254,0.09248554913294797,0.03468208092485549,0.023121387283236993,0.54,0.083,0.806,25.2,1.5,2.3,1.28,2.0,0,C,Prime
26,0.003961073891143875,43,15.8,0.08604651162790698,0.03255813953488372,0.07906976744186046,0.01627906976744186,0.002325581395348837,0.08860759493670885,0.2151898734177215,0.044303797468354424,0.006329113924050633,0.421,0.308,0.833,11.7,-0.7,0.2,4.25,0.7999999999999999,0,PG,Prime
32,36.7592058291359,69,33.0,0.3173913043478261,0.05942028985507246,0.034782608695652174,0.010144927536231883,0.005797101449275362,0.12424242424242424,0.07272727272727272,0.02121212121212121,0.012121212121212121,0.436,0.412,0.879,26.4,-0.3,1.0,1.3333333333333333,1.1,0,SF,Veteran
29,9.381583451513524,42,27.0,0.20476190476190476,0.27380952380952384,0.054761904761904755,0.02142857142857143,0.02619047619047619,0.42592592592592593,0.08518518518518518,0.03333333333333333,0.040740740740740744,0.597,0.0,0.364,14.6,0.6,0.7,1.2105263157894737,2.0,0,C,Veteran
32,36.7592058291359,33,17.2,0.1575757575757576,0.06363636363636364,0.10606060606060606,0.024242424242424242,0.006060606060606061,0.12209302325581396,0.20348837209302326,0.04651162790697675,0.011627906976744188,0.343,0.256,0.8,17.7,-2.8,-0.1,3.888888888888889,1.0,0,PG,Veteran
39,170.6403247102548,8,14.1,0.2625,0.2625,0.3,0.0625,0.05,0.14893617021276598,0.1702127659574468,0.03546099290780142,0.028368794326241138,0.467,0.111,0.667,9.4,-2.5,0.0,2.1818181818181817,0.9,0,PF,Veteran
27,1.1298351997652707,37,32.2,0.4621621621621622,0.13513513513513514,0.06216216216216216,0.032432432432432434,0.021621621621621623,0.15527950310559005,0.07142857142857141,0.03726708074534161,0.024844720496894408,0.473,0.396,0.611,21.5,-0.5,0.5,1.769230769230769,2.0,0,SF,Prime
27,1.1298351997652707,23,4.7,0.0391304347826087,0.03043478260869565,0.017391304347826087,0.008695652173913044,0.008695652173913044,0.14893617021276595,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.259,0.25,0.5,12.2,-2.6,0.0,4.0,0.4,0,SF,Prime
25,0.8780869480170171,65,32.8,0.3076923076923077,0.06153846153846154,0.09538461538461539,0.015384615384615385,0.003076923076923077,0.12195121951219513,0.18902439024390247,0.030487804878048783,0.006097560975609757,0.454,0.398,0.833,26.1,1.3,1.8,2.818181818181818,1.2,0,PG,Prime
23,8.626338696268764,10,9.0,0.16,0.06,0.04,0.02,0.0,0.06666666666666667,0.044444444444444446,0.022222222222222223,0.0,0.185,0.16,1.0,13.2,-9.5,-0.2,1.7142857142857144,0.2,0,SF,Prime
23,8.626338696268764,16,4.4,0.09375,0.03125,0.025,0.01875,0.00625,0.11363636363636363,0.09090909090909091,0.06818181818181818,0.022727272727272728,0.438,0.5,0.571,12.1,1.3,0.1,4.0,0.4,0,SG,Prime
23,8.626338696268764,82,30.0,0.24878048780487802,0.032926829268292684,0.054878048780487805,0.00975609756097561,0.0036585365853658534,0.09000000000000001,0.15,0.02666666666666667,0.01,0.43,0.336,0.87,29.2,-1.9,0.1,1.4516129032258065,1.1,0,PG,Prime
21,24.37459044452051,79,36.0,0.31139240506329113,0.07341772151898734,0.055696202531645575,0.020253164556962026,0.008860759493670885,0.1611111111111111,0.12222222222222223,0.044444444444444446,0.019444444444444445,0.459,0.369,0.756,29.9,1.0,2.1,1.3333333333333335,2.3,0,SG,Rookie
23,8.626338696268764,61,31.9,0.42950819672131146,0.09672131147540984,0.13278688524590163,0.018032786885245903,0.0049180327868852455,0.18495297805642635,0.25391849529780564,0.03448275862068966,0.009404388714733543,0.466,0.307,0.748,34.9,5.7,3.8,2.3823529411764706,1.4000000000000001,0,PG,Prime
32,36.7592058291359,32,6.7,0.046875,0.0125,0.040625,0.00625,0.0,0.05970149253731343,0.19402985074626866,0.029850746268656716,0.0,0.34,0.333,0.571,12.7,-5.2,-0.2,4.333333333333334,0.2,0,PG,Veteran
33,49.88507995501003,16,11.6,0.25625,0.175,0.01875,0.00625,0.025,0.24137931034482757,0.02586206896551724,0.008620689655172414,0.034482758620689655,0.481,0.333,0.615,16.1,-4.5,-0.1,0.4285714285714286,0.5,0,C,Veteran
32,36.7592058291359,48,16.2,0.125,0.07291666666666667,0.024999999999999998,0.016666666666666666,0.014583333333333332,0.2160493827160494,0.07407407407407407,0.04938271604938272,0.043209876543209874,0.445,0.397,0.75,15.6,1.7,0.7,1.7142857142857144,1.5,0,PF,Veteran
29,9.381583451513524,50,33.5,0.46399999999999997,0.078,0.10800000000000001,0.018000000000000002,0.013999999999999999,0.11641791044776119,0.16119402985074627,0.026865671641791045,0.0208955223880597,0.506,0.365,0.842,29.2,1.8,1.6,1.8620689655172415,1.6,0,SG,Veteran
37,122.38857645850653,49,9.8,0.06938775510204082,0.03877551020408163,0.014285714285714285,0.006122448979591836,0.004081632653061225,0.19387755102040813,0.07142857142857142,0.03061224489795918,0.02040816326530612,0.52,0.333,0.714,15.3,-3.2,-0.1,1.4,0.5,0,C,Veteran
22,15.500464570394637,76,21.7,0.08421052631578947,0.03289473684210526,0.014473684210526317,0.009210526315789473,0.005263157894736842,0.1152073732718894,0.05069124423963134,0.03225806451612903,0.018433179723502304,0.494,0.363,0.757,11.9,-0.3,0.7,1.8333333333333335,1.1,0,SF,Rookie
25,0.8780869480170171,34,9.1,0.10588235294117647,0.023529411764705882,0.014705882352941176,0.0029411764705882353,0.0,0.08791208791208792,0.054945054945054944,0.01098901098901099,0.0,0.37,0.381,0.833,16.5,-3.4,-0.1,2.5,0.1,0,SF,Prime
22,15.500464570394637,58,13.8,0.05344827586206897,0.049999999999999996,0.008620689655172414,0.006896551724137932,0.017241379310344827,0.21014492753623187,0.036231884057971016,0.028985507246376812,0.07246376811594203,0.48,0.083,0.627,10.4,-3.5,-0.3,1.6666666666666667,1.4,0,C,Rookie
21,24.37459044452051,79,34.4,0.2050632911392405,0.11392405063291139,0.03544303797468354,0.010126582278481013,0.0189873417721519,0.2616279069767442,0.0813953488372093,0.023255813953488375,0.0436046511627907,0.554,0.216,0.674,20.2,1.7,2.5,1.5555555555555554,2.3,0,PF,Rookie
28,4.255709325639398,65,26.6,0.18461538461538463,0.16923076923076924,0.013846153846153847,0.010769230769230769,0.01846153846153846,0.41353383458646614,0.03383458646616541,0.02631578947368421,0.045112781954887216,0.653,0.0,0.603,15.7,2.2,1.8,1.125,1.9,0,C,Prime
26,0.003961073891143875,80,28.5,0.14375,0.05125,0.042499999999999996,0.013750000000000002,0.0075,0.143859649122807,0.11929824561403508,0.03859649122807018,0.021052631578947368,0.483,0.358,0.758,17.8,-0.5,0.9,2.2666666666666666,1.7000000000000002,0,SF,Prime
23,8.626338696268764,4,6.3,0.95,0.375,0.075,0.0,0.075,0.2380952380952381,0.047619047619047616,0.0,0.047619047619047616,0.417,0.3,1.0,21.4,3.5,0.0,1.7142857142857144,0.3,0,SF,Prime
20,35.24871631864638,16,5.6,0.1625,0.05625,0.03125,0.025,0.0125,0.16071428571428573,0.08928571428571429,0.07142857142857144,0.03571428571428572,0.486,0.4,0.75,20.8,0.3,0.1,2.5,0.6000000000000001,0,SG,Rookie
24,3.7522128221428903,70,18.5,0.09714285714285714,0.04285714285714286,0.015714285714285715,0.008571428571428572,0.002857142857142857,0.16216216216216217,0.05945945945945946,0.032432432432432434,0.010810810810810811,0.512,0.393,0.831,14.5,-2.1,0.0,1.375,0.8,0,SG,Prime
30,16.50745757738765,22,16.7,0.20909090909090908,0.1409090909090909,0.06363636363636363,0.045454545454545456,0.009090909090909092,0.18562874251497008,0.08383233532934131,0.059880239520958084,0.011976047904191617,0.594,0.5,0.857,10.3,0.3,0.2,2.0,1.2,0,SG,Veteran
26,0.003961073891143875,56,19.5,0.17857142857142858,0.09821428571428571,0.023214285714285715,0.010714285714285714,0.012499999999999999,0.28205128205128205,0.06666666666666667,0.030769230769230767,0.035897435897435895,0.656,0.167,0.723,17.7,2.5,1.3,1.3,1.2999999999999998,0,PF,Prime
30,16.50745757738765,76,20.0,0.1236842105263158,0.07236842105263158,0.005263157894736842,0.007894736842105263,0.010526315789473684,0.275,0.02,0.03,0.04,0.493,0.328,0.762,18.0,-0.1,0.7,0.8,1.4,0,PF,Veteran
22,15.500464570394637,43,14.3,0.12093023255813953,0.07441860465116279,0.020930232558139535,0.011627906976744186,0.018604651162790697,0.22377622377622378,0.06293706293706293,0.03496503496503496,0.055944055944055944,0.454,0.377,0.543,16.4,-1.0,0.2,1.5,1.3,0,C,Rookie
28,4.255709325639398,69,36.7,0.27971014492753626,0.05942028985507246,0.10434782608695653,0.026086956521739132,0.008695652173913044,0.11171662125340598,0.19618528610354222,0.049046321525885554,0.01634877384196185,0.393,0.342,0.898,23.2,2.5,2.9,3.6,2.4,0,PG,Prime
29,9.381583451513524,26,6.2,0.06538461538461539,0.08846153846153845,0.019230769230769232,0.007692307692307693,0.015384615384615385,0.3709677419354838,0.08064516129032258,0.03225806451612903,0.06451612903225806,0.533,0.0,0.688,14.1,-4.0,-0.1,0.8333333333333334,0.6000000000000001,0,C,Veteran
24,3.7522128221428903,67,30.4,0.26865671641791045,0.14925373134328357,0.025373134328358207,0.008955223880597015,0.011940298507462687,0.32894736842105265,0.05592105263157895,0.019736842105263157,0.026315789473684213,0.589,0.292,0.76,22.9,0.9,1.5,0.9444444444444444,1.4,0,C,Prime
26,0.003961073891143875,74,36.4,0.27702702702702703,0.07162162162162163,0.08243243243243242,0.02027027027027027,0.004054054054054054,0.14560439560439561,0.16758241758241757,0.04120879120879121,0.008241758241758242,0.464,0.344,0.832,24.4,1.0,2.1,2.7727272727272725,1.8,0,SG,Prime
30,16.50745757738765,27,17.0,0.22592592592592592,0.06666666666666667,0.04814814814814815,0.022222222222222223,0.003703703703703704,0.10588235294117647,0.07647058823529412,0.03529411764705882,0.0058823529411764705,0.337,0.307,0.857,18.4,-4.0,-0.2,1.625,0.7,0,SG,Veteran
22,15.500464570394637,73,33.9,0.2684931506849315,0.0684931506849315,0.03835616438356164,0.005479452054794521,0.0027397260273972603,0.14749262536873156,0.08259587020648967,0.011799410029498527,0.005899705014749263,0.434,0.31,0.74,26.2,-3.1,-0.7,1.2727272727272725,0.6000000000000001,0,SG,Rookie
36,101.26270233263241,55,31.2,0.20363636363636362,0.07454545454545454,0.09272727272727273,0.01818181818181818,0.007272727272727273,0.13141025641025642,0.16346153846153846,0.032051282051282055,0.012820512820512822,0.404,0.345,0.859,16.7,0.2,0.9,2.6842105263157894,1.4,0,PG,Veteran
22,15.500464570394637,60,25.7,0.15166666666666667,0.05,0.028333333333333332,0.011666666666666665,0.0016666666666666668,0.11673151750972763,0.06614785992217899,0.027237354085603113,0.003891050583657588,0.537,0.402,0.723,14.6,-2.4,-0.2,1.4166666666666667,0.7999999999999999,0,SG,Rookie
26,0.003961073891143875,30,15.6,0.19333333333333333,0.10666666666666667,0.07333333333333333,0.016666666666666666,0.006666666666666667,0.20512820512820515,0.14102564102564105,0.032051282051282055,0.012820512820512822,0.533,0.45,0.667,15.2,-1.0,0.1,2.0,0.7,0,SF,Prime
21,24.37459044452051,63,16.5,0.11428571428571428,0.07142857142857142,0.012698412698412698,0.007936507936507936,0.023809523809523808,0.2727272727272727,0.048484848484848485,0.030303030303030304,0.09090909090909091,0.563,0.143,0.651,17.4,-0.8,0.3,1.0,2.0,0,C,Rookie
