,Aces_pct,Df_pct,FirstServe_In,FirstServe_Win,SecondServe_Win,TotalPoints_Won,ReturnPoints_Won,vAces_pct,v1stReturn_Win,v2ndReturn_Win,BP_Saved_rate,BP_Converted_rate,Serve_efficiency,Return_dominance,Serve_consistency,BP_efficiency,Aces_pct_Hard,ReturnPoints_Won_Hard,Aces_pct_Grass,ReturnPoints_Won_Grass,Aces_pct_Clay,ReturnPoints_Won_Clay,Aces_pct_Carpet,ReturnPoints_Won_Carpet
Cluster 0,0.8459958624708861,0.21983507307577949,-0.3893964702057175,0.8258563431581092,0.03520945414731194,-0.09835929496637523,-0.8390898859003008,0.14633615908157813,-0.737712078233287,-0.8385134691426797,0.5202153530304985,-0.8642638115970687,0.7597634278730659,-0.3063670337109807,-0.24198232919755747,-0.9157435639619788,0.8205508250538457,-0.521412462966997,0.8658649056603699,-0.3125974797545071,0.8336063406986588,-0.7723755954552418,0.4546258255298207,-0.1855697849212962
Cluster 1,-0.6085233396720412,-0.15812698238784137,0.2800921978672633,-0.5940370187628472,-0.02532609859718331,0.07074966830915909,0.6035558828405628,-0.10525934249727528,0.5306350036414835,0.603141267278062,-0.3741899907763251,0.6216634434294648,-0.5464965007508014,0.22036926986228417,0.17405746486139959,0.6586927389901959,-0.5902207688983794,0.37505106985344905,-0.622815107580266,0.2248508187707887,-0.5996115783972811,0.5555684107660525,-0.3270115587144327,0.13348002073285822
