Age,GP,MP,PTS_per_GP,TRB_per_GP,AST_per_GP,STL_per_GP,BLK_per_GP,FG%,3P%,FT%,PER,TS%,USG%,WS,VORP,BPM,Position_Clean
20,51,15.9,0.07450980392156863,0.03725490196078431,0.011764705882352941,0.00392156862745098,0.00196078431372549,0.363,0.338,0.833,6.2,0.508,11.0,0.7,-0.4,-4.0,SF
22,73,33.9,0.2684931506849315,0.0684931506849315,0.03835616438356164,0.005479452054794521,0.0027397260273972603,0.434,0.31,0.74,12.9,0.531,26.2,2.2,-0.7,-3.1,SG
26,42,28.5,0.36904761904761907,0.10476190476190476,0.04523809523809524,0.02857142857142857,0.007142857142857143,0.47,0.404,0.842,17.1,0.617,20.6,3.5,1.4,2.6,PF
21,64,12.3,0.090625,0.0171875,0.0171875,0.0078125,0.003125,0.465,0.236,0.75,11.5,0.523,21.9,0.0,-0.5,-4.3,SG
28,53,22.8,0.1509433962264151,0.09245283018867925,0.03773584905660377,0.01509433962264151,0.005660377358490566,0.517,0.373,0.436,14.4,0.585,13.7,3.3,0.8,0.5,PF
29,5,24.0,1.7600000000000002,0.8800000000000001,1.2,0.44000000000000006,0.08,0.417,0.3,0.733,17.9,0.516,17.6,0.3,0.1,0.1,SG
23,5,14.2,0.6,0.24,0.16,0.16,0.08,0.429,0.333,0.5,6.5,0.504,11.8,0.0,0.0,-4.2,PG
25,68,15.1,0.08088235294117647,0.061764705882352944,0.007352941176470588,0.0058823529411764705,0.007352941176470588,0.596,0.278,0.619,14.4,0.626,14.1,2.8,-0.1,-2.2,C
21,43,19.3,0.20930232558139536,0.16511627906976745,0.009302325581395349,0.01627906976744186,0.023255813953488372,0.637,0.3445,0.691,19.8,0.659,17.0,2.8,0.4,0.1,C
26,72,20.8,0.07083333333333333,0.05972222222222222,0.019444444444444445,0.015277777777777779,0.004166666666666667,0.431,0.339,0.778,10.8,0.542,10.4,3.5,0.9,0.5,SF
22,47,13.0,0.10638297872340426,0.05957446808510638,0.014893617021276595,0.00851063829787234,0.00851063829787234,0.551,0.103,0.699,13.7,0.605,15.7,1.5,0.1,-1.2,C
27,72,27.4,0.14444444444444446,0.04583333333333333,0.03194444444444444,0.0125,0.002777777777777778,0.44,0.399,0.905,12.3,0.612,14.6,5.1,1.0,0.1,SG
24,59,15.0,0.10508474576271187,0.0288135593220339,0.030508474576271188,0.00847457627118644,0.006779661016949153,0.444,0.384,0.667,11.6,0.565,17.9,1.1,0.2,-0.9,SG
33,35,10.1,0.10857142857142857,0.05714285714285714,0.025714285714285714,0.008571428571428572,0.002857142857142857,0.409,0.394,1.0,10.4,0.553,17.2,0.4,-0.1,-2.7,PF
20,63,13.0,0.07619047619047618,0.026984126984126982,0.012698412698412698,0.0047619047619047615,0.0015873015873015873,0.476,0.363,0.698,10.3,0.603,14.6,1.3,-0.1,-2.6,SG
21,79,36.0,0.31139240506329113,0.07341772151898734,0.055696202531645575,0.020253164556962026,0.008860759493670885,0.459,0.369,0.756,17.4,0.564,29.9,3.8,2.1,1.0,SG
32,18,18.9,0.38333333333333336,0.2111111111111111,0.08333333333333333,0.03888888888888889,0.016666666666666666,0.479,0.436,0.833,14.6,0.624,13.2,1.2,0.3,1.2,PF
25,80,16.1,0.08,0.0325,0.01125,0.005,0.00375,0.455,0.418,0.706,12.7,0.634,14.7,3.4,1.0,1.0,SF
25,64,13.1,0.1046875,0.034375,0.015625,0.0109375,0.003125,0.423,0.366,0.791,12.9,0.563,22.2,0.9,0.1,-1.5,SG
20,46,17.1,0.11521739130434783,0.043478260869565216,0.02608695652173913,0.006521739130434782,0.002173913043478261,0.396,0.325,0.75,7.2,0.519,15.0,0.1,-0.8,-6.0,SG
23,10,9.0,0.16,0.06,0.04,0.02,0.0,0.185,0.16,1.0,0.5,0.287,13.2,-0.2,-0.2,-9.5,SF
24,77,22.3,0.17532467532467533,0.03376623376623377,0.050649350649350645,0.007792207792207792,0.003896103896103896,0.448,0.359,0.889,16.6,0.587,25.8,3.2,1.0,0.3,SG
19,37,18.1,0.13513513513513514,0.05945945945945946,0.07297297297297298,0.018918918918918916,0.002702702702702703,0.321,0.385,0.591,3.5,0.393,18.5,-1.6,-1.3,-9.6,SG
25,34,9.1,0.10588235294117647,0.023529411764705882,0.014705882352941176,0.0029411764705882353,0.0,0.37,0.381,0.833,8.1,0.538,16.5,0.3,-0.1,-3.4,SF
32,68,24.4,0.15,0.030882352941176472,0.049999999999999996,0.010294117647058823,0.0014705882352941176,0.411,0.333,0.91,10.0,0.514,20.8,0.6,-0.8,-3.9,PG
26,68,25.9,0.13823529411764707,0.030882352941176472,0.03676470588235294,0.013235294117647059,0.0014705882352941176,0.402,0.334,0.872,9.0,0.533,17.5,1.4,-0.6,-3.4,PG
24,53,13.0,0.08679245283018867,0.02641509433962264,0.024528301886792454,0.007547169811320755,0.0018867924528301887,0.36,0.353,0.758,8.7,0.479,17.4,0.5,-0.4,-4.1,PG
32,79,26.0,0.13670886075949368,0.11265822784810127,0.039240506329113925,0.007594936708860759,0.007594936708860759,0.68,0.3445,0.636,19.6,0.689,15.2,7.9,2.2,2.2,C
24,65,16.7,0.09384615384615384,0.052307692307692305,0.010769230769230769,0.007692307692307693,0.003076923076923077,0.386,0.31,0.717,10.6,0.52,16.1,1.1,-0.3,-3.2,PF
26,68,35.0,0.35294117647058826,0.051470588235294115,0.0911764705882353,0.013235294117647059,0.0029411764705882353,0.491,0.416,0.829,21.2,0.597,27.2,8.7,3.5,3.9,PG
25,15,10.5,0.19333333333333333,0.10666666666666667,0.1,0.04666666666666666,0.02,0.4,0.263,1.0,11.4,0.475,13.8,0.3,0.0,-0.9,SG
31,74,20.6,0.1027027027027027,0.02972972972972973,0.018918918918918916,0.006756756756756757,0.002702702702702703,0.457,0.426,0.643,10.6,0.621,14.3,2.6,0.3,-1.1,SF
29,36,6.5,0.06944444444444445,0.03888888888888889,0.025,0.005555555555555556,0.002777777777777778,0.492,0.394,0.875,15.3,0.635,14.1,0.7,0.3,2.8,C
26,80,24.3,0.12875,0.03125,0.065,0.0125,0.00125,0.438,0.371,0.8,16.0,0.546,17.7,5.7,1.7,1.6,PG
21,82,21.5,0.11341463414634147,0.07317073170731707,0.013414634146341465,0.014634146341463414,0.007317073170731707,0.448,0.343,0.752,15.2,0.525,19.3,2.6,0.1,-1.7,PF
19,59,17.7,0.06440677966101695,0.054237288135593226,0.03898305084745762,0.011864406779661016,0.0033898305084745766,0.418,0.314,0.65,8.8,0.503,11.6,1.3,0.0,-1.8,PG
28,54,22.1,0.1685185185185185,0.044444444444444446,0.02962962962962963,0.009259259259259259,0.005555555555555556,0.467,0.381,0.844,10.0,0.597,17.3,1.3,-0.4,-3.3,PF
30,70,30.7,0.19142857142857142,0.1657142857142857,0.017142857142857144,0.011428571428571429,0.02,0.659,0.0,0.644,18.9,0.675,16.3,7.8,1.4,0.7,C
24,67,30.4,0.26865671641791045,0.14925373134328357,0.025373134328358207,0.008955223880597015,0.011940298507462687,0.589,0.292,0.76,19.9,0.617,22.9,6.2,1.5,0.9,C
31,75,35.3,0.2786666666666667,0.05866666666666667,0.076,0.012,0.006666666666666667,0.437,0.389,0.769,15.6,0.541,26.4,4.3,1.9,0.8,SG
22,80,23.1,0.12375,0.09,0.0125,0.008749999999999999,0.01625,0.638,0.308,0.781,19.4,0.678,15.1,7.1,1.3,0.8,C
21,36,35.2,0.6472222222222223,0.17777777777777778,0.23333333333333334,0.036111111111111115,0.008333333333333333,0.411,0.376,0.836,17.9,0.541,30.0,1.8,1.4,2.4,PG
27,69,14.2,0.09565217391304347,0.05942028985507246,0.014492753623188406,0.002898550724637681,0.005797101449275362,0.528,0.25,0.752,16.4,0.595,19.3,2.7,0.2,-1.1,C
26,63,13.4,0.0619047619047619,0.019047619047619046,0.02222222222222222,0.009523809523809523,0.0031746031746031746,0.418,0.409,0.844,9.4,0.528,13.4,0.9,0.0,-2.0,PG
26,3,3.3,0.5666666666666667,0.0,0.09999999999999999,0.09999999999999999,0.0,0.667,0.5,0.769,19.0,0.833,17.9,0.0,0.0,6.7,SF
30,61,32.6,0.3409836065573771,0.06557377049180328,0.07213114754098361,0.00819672131147541,0.003278688524590164,0.444,0.338,0.816,14.7,0.558,27.8,1.7,0.3,-1.4,SG
30,67,26.0,0.22238805970149253,0.06268656716417911,0.05522388059701493,0.01044776119402985,0.004477611940298508,0.484,0.444,0.87,18.2,0.615,22.8,5.8,2.1,2.8,PG
24,27,19.2,0.17407407407407408,0.13333333333333333,0.05185185185185185,0.025925925925925925,0.014814814814814815,0.352,0.302,0.762,9.1,0.488,12.3,0.7,0.1,-1.6,SF
25,65,18.7,0.12615384615384614,0.09846153846153846,0.00923076923076923,0.003076923076923077,0.016923076923076926,0.629,1.0,0.749,18.3,0.676,15.6,4.2,0.2,-1.3,C
24,9,9.2,0.48888888888888893,0.2888888888888889,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.593,0.429,0.833,16.7,0.675,18.0,0.3,0.0,-3.9,C
23,40,24.8,0.2425,0.05500000000000001,0.034999999999999996,0.025,0.01,0.446,0.313,0.853,10.6,0.561,17.1,0.9,-0.4,-3.4,SF
26,67,35.9,0.3970149253731344,0.10298507462686568,0.05223880597014925,0.016417910447761197,0.005970149253731343,0.491,0.335,0.765,19.1,0.581,31.4,5.0,2.0,1.3,SF
20,69,14.0,0.05507246376811594,0.0318840579710145,0.007246376811594203,0.004347826086956522,0.004347826086956522,0.399,0.317,0.702,7.0,0.506,13.1,0.2,-0.7,-4.7,PF
36,56,19.5,0.1392857142857143,0.04642857142857143,0.02142857142857143,0.005357142857142857,0.005357142857142857,0.488,0.288,0.744,11.0,0.576,17.0,1.7,-0.4,-3.4,PF
30,48,10.5,0.06874999999999999,0.020833333333333332,0.03333333333333333,0.008333333333333333,0.0020833333333333333,0.518,0.286,0.912,12.6,0.628,13.2,1.5,0.2,-0.2,PG
23,9,5.6,0.1111111111111111,0.044444444444444446,0.03333333333333333,0.0,0.0,0.214,0.25,0.769,-0.4,0.321,12.8,-0.1,-0.1,-10.6,SF
20,15,6.4,0.20666666666666667,0.11333333333333333,0.02,0.02,0.02666666666666667,0.5,0.333,1.0,17.9,0.582,18.9,0.3,0.0,-1.6,SF
34,47,35.6,0.6191489361702128,0.1425531914893617,0.10638297872340426,0.014893617021276595,0.02978723404255319,0.56,0.404,0.919,25.9,0.677,30.7,6.8,3.9,7.1,PF
33,41,13.9,0.09999999999999999,0.09268292682926829,0.036585365853658534,0.007317073170731707,0.004878048780487805,0.485,0.348,0.656,13.1,0.59,12.7,1.8,0.3,0.1,C
23,5,5.8,0.48,0.44000000000000006,0.04,0.0,0.08,0.667,0.3445,0.0,17.0,0.607,16.1,0.1,0.0,-3.4,C
31,68,28.6,0.18382352941176472,0.0911764705882353,0.054411764705882354,0.013235294117647059,0.007352941176470588,0.499,0.394,0.853,14.4,0.643,17.8,4.3,1.2,0.4,C
29,26,6.2,0.06538461538461539,0.08846153846153845,0.019230769230769232,0.007692307692307693,0.015384615384615385,0.533,0.0,0.688,12.8,0.58,14.1,0.3,-0.1,-4.0,C
31,4,11.0,1.075,0.325,0.45,0.075,0.075,0.429,0.333,0.571,9.0,0.498,20.6,0.0,0.0,-6.3,PG
21,75,30.3,0.188,0.06,0.044,0.018666666666666665,0.006666666666666667,0.521,0.356,0.812,15.6,0.601,18.4,5.6,1.3,0.3,SG
20,76,31.1,0.21842105263157896,0.10394736842105264,0.08157894736842106,0.010526315789473684,0.005263157894736842,0.482,0.325,0.731,17.1,0.533,24.6,4.0,1.9,1.2,PF
27,76,32.3,0.12894736842105264,0.10263157894736842,0.049999999999999996,0.015789473684210527,0.003947368421052632,0.529,0.372,0.75,14.1,0.622,12.6,6.0,1.8,0.9,SF
29,25,10.7,0.14400000000000002,0.024,0.027999999999999997,0.012,0.004,0.361,0.304,1.0,6.2,0.497,16.2,0.0,-0.3,-6.3,SG
22,43,14.3,0.12093023255813953,0.07441860465116279,0.020930232558139535,0.011627906976744186,0.018604651162790697,0.454,0.377,0.543,13.1,0.524,16.4,1.0,0.2,-1.0,C
34,78,21.9,0.0782051282051282,0.04871794871794872,0.020512820512820513,0.008974358974358974,0.007692307692307692,0.42,0.391,0.708,11.0,0.594,11.5,3.6,1.0,0.5,PF
32,73,31.5,0.11643835616438356,0.09863013698630137,0.09315068493150684,0.0136986301369863,0.010958904109589041,0.527,0.305,0.713,12.2,0.592,13.2,4.7,1.6,0.8,PF
26,71,32.5,0.2507042253521127,0.04225352112676056,0.08732394366197184,0.014084507042253521,0.005633802816901409,0.469,0.396,0.829,16.3,0.605,22.7,5.1,2.0,1.5,PG
21,76,15.5,0.0618421052631579,0.031578947368421054,0.010526315789473684,0.006578947368421052,0.002631578947368421,0.495,0.354,0.625,10.3,0.568,13.0,1.9,-0.1,-2.4,SG
26,44,20.3,0.10681818181818183,0.07727272727272727,0.018181818181818184,0.013636363636363636,0.011363636363636364,0.412,0.354,0.652,8.5,0.55,10.2,1.8,0.3,-0.7,PF
24,80,18.1,0.06999999999999999,0.01625,0.028749999999999998,0.0075,0.0025,0.454,0.32,0.806,9.4,0.545,14.1,1.5,-0.3,-2.8,PG
25,34,13.4,0.12058823529411763,0.061764705882352944,0.014705882352941176,0.014705882352941176,0.0029411764705882353,0.439,0.372,0.756,9.2,0.564,13.7,0.6,-0.2,-3.6,SG
28,66,34.6,0.5015151515151516,0.15454545454545454,0.06363636363636364,0.015151515151515152,0.025757575757575757,0.548,0.33,0.857,31.4,0.655,37.0,12.3,6.4,9.2,C
24,1,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.769,-6.8,0.0,25.1,0.0,0.0,-22.2,PG
35,18,9.0,0.15555555555555556,0.09444444444444444,0.044444444444444446,0.022222222222222223,0.016666666666666666,0.449,0.2,0.5,8.4,0.486,15.7,0.1,-0.1,-4.4,PF
33,16,11.6,0.25625,0.175,0.01875,0.00625,0.025,0.481,0.333,0.615,9.8,0.553,16.1,0.2,-0.1,-4.5,C
25,41,13.0,0.12682926829268293,0.04390243902439025,0.017073170731707315,0.007317073170731707,0.007317073170731707,0.393,0.358,0.8,11.8,0.573,15.5,1.1,0.3,0.1,SG
27,7,19.1,0.7142857142857143,0.4857142857142857,0.2285714285714286,0.08571428571428572,0.014285714285714287,0.389,0.214,0.571,8.7,0.448,12.9,0.1,-0.1,-4.6,SF
30,9,12.7,0.5333333333333333,0.4222222222222222,0.011111111111111112,0.022222222222222223,0.0,0.483,0.389,0.889,12.0,0.652,14.4,0.3,-0.1,-5.0,C
24,82,19.8,0.06097560975609756,0.07926829268292683,0.014634146341463414,0.007317073170731707,0.00975609756097561,0.535,0.216,0.676,14.2,0.567,11.2,4.6,0.7,-0.3,C
34,69,28.5,0.17971014492753623,0.02753623188405797,0.0391304347826087,0.008695652173913044,0.005797101449275362,0.446,0.371,0.821,11.8,0.587,17.8,2.3,0.1,-1.9,SG
31,37,25.1,0.15945945945945947,0.0972972972972973,0.03783783783783783,0.008108108108108109,0.021621621621621623,0.456,0.348,0.711,8.7,0.592,10.3,1.3,0.0,-2.2,PF
20,76,34.2,0.29078947368421054,0.048684210526315795,0.048684210526315795,0.010526315789473684,0.002631578947368421,0.416,0.338,0.786,14.5,0.538,28.1,1.8,0.0,-2.1,SG
24,2,20.5,6.25,2.5,2.25,0.0,0.0,0.45,0.364,0.6,19.2,0.563,27.5,0.1,0.0,0.5,SG
28,63,32.1,0.4936507936507937,0.1873015873015873,0.09047619047619047,0.012698412698412698,0.012698412698412698,0.553,0.275,0.645,29.0,0.605,38.8,8.6,5.4,8.5,PF
25,78,20.3,0.0846153846153846,0.06923076923076923,0.016666666666666666,0.00641025641025641,0.016666666666666666,0.641,0.389,0.664,16.2,0.666,12.5,4.4,0.8,0.1,C
23,10,13.7,0.44000000000000006,0.38,0.06,0.06,0.02,0.395,0.083,0.692,9.5,0.452,17.1,0.0,-0.1,-4.2,SF
28,74,30.2,0.1635135135135135,0.05135135135135135,0.0527027027027027,0.013513513513513514,0.004054054054054054,0.431,0.392,0.722,12.4,0.546,18.7,4.4,1.0,-0.2,SG
20,23,8.1,0.14347826086956522,0.06956521739130435,0.021739130434782608,0.004347826086956522,0.021739130434782608,0.492,0.429,0.55,12.8,0.553,17.7,0.3,0.0,-2.8,SG
29,56,34.0,0.46249999999999997,0.22321428571428573,0.04642857142857143,0.019642857142857146,0.03571428571428571,0.563,0.257,0.784,27.8,0.627,28.4,9.0,4.0,6.3,C
22,74,23.4,0.13108108108108107,0.03918918918918919,0.03783783783783783,0.009459459459459458,0.0013513513513513514,0.443,0.372,0.871,12.5,0.572,17.9,3.1,0.5,-0.8,SG
32,50,31.5,0.294,0.086,0.08199999999999999,0.016,0.004,0.475,0.325,0.811,13.5,0.563,20.0,2.0,0.2,-1.4,SF
22,31,13.7,0.11935483870967742,0.132258064516129,0.025806451612903226,0.012903225806451613,0.012903225806451613,0.528,0.0,0.71,13.4,0.565,12.4,1.1,0.0,-2.1,C
24,62,17.8,0.1064516129032258,0.0532258064516129,0.043548387096774194,0.014516129032258065,0.0064516129032258064,0.448,0.322,0.768,14.8,0.531,17.3,2.2,0.8,0.7,PG
22,56,33.6,0.3696428571428571,0.06607142857142857,0.18571428571428572,0.028571428571428574,0.0071428571428571435,0.49,0.4,0.871,23.6,0.624,23.8,7.6,4.4,7.2,PG
21,63,16.5,0.11428571428571428,0.07142857142857142,0.012698412698412698,0.007936507936507936,0.023809523809523808,0.563,0.143,0.651,17.5,0.595,17.4,2.7,0.3,-0.8,C
20,12,5.5,0.13333333333333333,0.06666666666666667,0.075,0.016666666666666666,0.016666666666666666,0.421,0.286,0.5,10.1,0.478,15.8,0.1,0.0,-4.2,SG
19,3,2.7,0.3333333333333333,0.2333333333333333,0.0,0.0,0.0,0.25,0.25,0.769,3.7,0.375,21.4,0.0,0.0,-13.0,SG
30,37,5.6,0.03783783783783783,0.032432432432432434,0.010810810810810811,0.002702702702702703,0.002702702702702703,0.435,0.0,0.5,6.7,0.458,13.8,0.1,-0.3,-7.6,PF
19,72,19.5,0.12361111111111112,0.029166666666666667,0.013888888888888888,0.008333333333333333,0.002777777777777778,0.465,0.39,0.894,12.6,0.577,17.9,2.2,0.4,-0.8,SF
26,72,26.3,0.13055555555555556,0.0625,0.04861111111111111,0.018055555555555557,0.001388888888888889,0.435,0.397,0.817,12.8,0.593,15.1,4.2,1.3,0.7,SG
26,56,19.5,0.17857142857142858,0.09821428571428571,0.023214285714285715,0.010714285714285714,0.012499999999999999,0.656,0.167,0.723,20.0,0.682,17.7,4.5,1.3,2.5,PF
23,25,14.9,0.24,0.07200000000000001,0.10800000000000001,0.032,0.0,0.405,0.367,0.737,13.1,0.517,19.5,0.7,0.0,-1.8,PG
27,2,4.0,0.5,0.5,0.25,0.0,0.0,0.5,0.3445,0.0,-3.5,0.347,26.2,0.0,0.0,-20.7,SF
23,63,15.1,0.10476190476190475,0.04444444444444444,0.007936507936507936,0.006349206349206349,0.0031746031746031746,0.458,0.349,0.767,11.1,0.579,18.4,0.7,-0.4,-3.5,SF
25,4,12.0,1.075,0.325,0.325,0.0,0.075,0.5,0.5,1.0,9.5,0.723,12.9,0.1,0.0,-3.6,SF
31,8,6.5,0.1625,0.0375,0.1375,0.1,0.0,0.231,0.273,0.5,7.8,0.36,14.7,0.0,0.0,-1.2,PG
26,43,15.8,0.08604651162790698,0.03255813953488372,0.07906976744186046,0.01627906976744186,0.002325581395348837,0.421,0.308,0.833,11.8,0.526,11.7,1.3,0.2,-0.7,PG
25,62,18.1,0.08548387096774193,0.0532258064516129,0.008064516129032258,0.0064516129032258064,0.004838709677419355,0.448,0.316,0.702,9.5,0.524,13.6,1.9,-0.2,-2.8,SF
21,70,14.9,0.08,0.05714285714285714,0.017142857142857144,0.007142857142857143,0.007142857142857143,0.491,0.288,0.628,14.1,0.554,16.0,2.1,0.6,0.3,SF
20,28,15.1,0.20714285714285713,0.08214285714285714,0.03571428571428571,0.014285714285714287,0.010714285714285714,0.386,0.243,0.519,7.2,0.446,20.5,-0.3,-0.6,-7.4,SG
22,76,21.7,0.08421052631578947,0.03289473684210526,0.014473684210526317,0.009210526315789473,0.005263157894736842,0.494,0.363,0.757,10.7,0.614,11.9,4.2,0.7,-0.3,SF
36,55,31.2,0.20363636363636362,0.07454545454545454,0.09272727272727273,0.01818181818181818,0.007272727272727273,0.404,0.345,0.859,12.6,0.565,16.7,3.4,0.9,0.2,PG
22,54,18.1,0.12222222222222222,0.04814814814814815,0.016666666666666666,0.007407407407407408,0.007407407407407408,0.442,0.367,0.717,10.2,0.555,16.0,0.7,-0.3,-3.0,SF
21,80,32.6,0.2325,0.05125,0.04375,0.0125,0.0025,0.485,0.361,0.842,15.9,0.589,23.5,5.4,1.3,-0.1,SF
24,58,31.7,0.3706896551724138,0.08620689655172414,0.07586206896551725,0.017241379310344827,0.006896551724137932,0.479,0.408,0.883,19.1,0.606,26.1,5.8,2.5,3.5,SG
39,8,14.1,0.2625,0.2625,0.3,0.0625,0.05,0.467,0.111,0.667,7.3,0.521,9.4,0.1,0.0,-2.5,PF
35,11,12.5,0.5,0.11818181818181818,0.045454545454545456,0.045454545454545456,0.02727272727272727,0.449,0.432,1.0,10.8,0.617,18.9,0.2,0.0,-1.9,SG
28,63,35.3,0.33492063492063495,0.06507936507936507,0.08095238095238094,0.019047619047619046,0.0047619047619047615,0.415,0.327,0.809,14.7,0.517,26.9,1.7,0.8,-0.6,SG
20,56,11.1,0.06964285714285715,0.04107142857142857,0.010714285714285714,0.0035714285714285718,0.0035714285714285718,0.419,0.286,0.756,9.6,0.496,17.3,0.2,-0.6,-6.1,SF
32,34,22.2,0.33529411764705885,0.07941176470588236,0.15294117647058825,0.023529411764705882,0.011764705882352941,0.408,0.303,0.681,13.6,0.498,27.0,0.3,0.1,-1.2,PG
23,5,5.6,0.36,0.0,0.12,0.0,0.0,0.222,0.25,1.0,4.2,0.436,16.8,0.0,0.0,-8.4,PG
24,7,13.6,1.042857142857143,0.42857142857142855,0.19999999999999998,0.05714285714285715,0.08571428571428572,0.6,0.5,0.938,22.3,0.796,16.9,0.5,0.1,4.0,C
25,71,30.0,0.18450704225352113,0.09154929577464789,0.016901408450704224,0.008450704225352112,0.014084507042253521,0.508,0.292,0.803,13.6,0.593,17.1,4.2,0.4,-1.3,PF
25,66,34.4,0.3878787878787879,0.1303030303030303,0.028787878787878786,0.00909090909090909,0.00909090909090909,0.499,0.391,0.875,22.1,0.64,26.6,8.2,3.3,3.8,PF
19,39,14.6,0.12564102564102564,0.06923076923076923,0.030769230769230767,0.010256410256410256,0.005128205128205128,0.42,0.265,0.652,9.3,0.505,15.9,0.4,-0.2,-3.6,PF
24,68,35.5,0.4617647058823529,0.07058823529411765,0.08088235294117647,0.023529411764705882,0.014705882352941176,0.51,0.345,0.905,27.2,0.626,32.8,11.4,5.6,7.3,PG
30,52,19.5,0.09423076923076924,0.03076923076923077,0.02692307692307692,0.009615384615384616,0.0019230769230769232,0.435,0.35,0.769,7.4,0.564,10.5,1.3,-0.2,-2.8,SG
23,80,26.2,0.1075,0.034999999999999996,0.0325,0.01,0.00375,0.493,0.312,0.805,10.2,0.567,14.9,2.9,-0.2,-2.5,SG
34,67,27.1,0.09253731343283582,0.05522388059701493,0.043283582089552235,0.013432835820895522,0.008955223880597015,0.4,0.335,0.723,8.9,0.534,10.6,3.0,0.3,-1.2,SG
27,67,21.7,0.14477611940298507,0.05522388059701493,0.022388059701492536,0.01044776119402985,0.004477611940298508,0.508,0.394,0.793,14.9,0.609,16.7,2.7,0.5,-0.6,PF
21,9,9.2,0.34444444444444444,0.14444444444444446,0.13333333333333333,0.011111111111111112,0.0,0.321,0.2,0.778,5.5,0.438,19.4,-0.1,-0.1,-7.6,SF
23,62,35.0,0.3403225806451613,0.041935483870967745,0.0661290322580645,0.01129032258064516,0.0032258064516129032,0.447,0.377,0.894,14.8,0.581,25.1,2.5,0.5,-1.1,SG
30,59,10.6,0.05593220338983051,0.0288135593220339,0.010169491525423728,0.0016949152542372883,0.0033898305084745766,0.538,0.138,0.731,11.1,0.604,12.3,1.3,-0.2,-3.3,PF
30,61,14.3,0.07049180327868852,0.07049180327868852,0.014754098360655738,0.0049180327868852455,0.022950819672131147,0.578,0.3445,0.357,14.4,0.555,14.0,1.9,0.2,-0.9,C
25,50,12.5,0.068,0.022000000000000002,0.022000000000000002,0.002,0.002,0.386,0.275,0.778,7.0,0.498,13.5,0.4,-0.5,-5.0,SF
31,33,24.3,0.4575757575757576,0.1272727272727273,0.1484848484848485,0.02121212121212121,0.006060606060606061,0.436,0.315,0.902,17.4,0.551,27.4,1.9,0.6,0.8,SF
20,49,18.7,0.12040816326530612,0.1,0.0326530612244898,0.012244897959183673,0.004081632653061225,0.436,0.407,0.704,11.2,0.559,13.5,1.9,0.1,-1.7,C
27,67,25.9,0.24776119402985078,0.10895522388059702,0.026865671641791045,0.005970149253731343,0.016417910447761197,0.515,0.376,0.772,20.6,0.624,26.4,4.8,1.6,1.7,C
19,41,12.5,0.07560975609756097,0.04390243902439025,0.012195121951219513,0.004878048780487805,0.004878048780487805,0.415,0.419,0.875,7.4,0.566,10.4,0.6,-0.1,-3.1,SG
20,40,10.4,0.11750000000000001,0.027500000000000004,0.0375,0.0125,0.005,0.376,0.346,0.659,9.0,0.482,25.0,-0.5,-0.4,-5.4,SG
20,78,28.5,0.2141025641025641,0.05256410256410256,0.019230769230769232,0.007692307692307692,0.002564102564102564,0.434,0.323,0.828,13.1,0.566,24.6,1.8,-1.0,-3.7,SG
26,81,23.1,0.10864197530864199,0.04197530864197531,0.02839506172839506,0.006172839506172839,0.0037037037037037034,0.519,0.389,0.78,13.4,0.619,15.3,4.3,0.8,-0.2,SG
23,1,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,65.6,0.532,40.0,0.0,0.0,48.6,SG
28,67,23.5,0.0835820895522388,0.043283582089552235,0.043283582089552235,0.022388059701492536,0.01044776119402985,0.455,0.364,0.808,11.5,0.588,11.1,3.6,1.2,1.1,PG
27,69,11.7,0.05507246376811594,0.042028985507246375,0.011594202898550725,0.002898550724637681,0.010144927536231883,0.665,0.231,0.821,16.7,0.697,11.5,3.3,0.6,1.0,C
28,4,5.0,0.45,0.2,0.325,0.0,0.0,0.333,0.333,0.769,7.2,0.389,21.8,0.0,0.0,-5.1,SG
26,76,20.6,0.1105263157894737,0.03289473684210526,0.042105263157894736,0.003947368421052632,0.002631578947368421,0.479,0.378,0.853,12.7,0.575,18.5,2.9,0.0,-2.0,SG
21,34,20.6,0.23823529411764705,0.13823529411764707,0.055882352941176466,0.01764705882352941,0.03823529411764706,0.434,0.365,0.629,13.4,0.522,18.3,1.0,0.3,0.0,PF
28,69,36.7,0.27971014492753626,0.05942028985507246,0.10434782608695653,0.026086956521739132,0.008695652173913044,0.393,0.342,0.898,17.0,0.54,23.2,6.5,2.9,2.5,PG
22,29,5.7,0.041379310344827586,0.03103448275862069,0.020689655172413793,0.006896551724137932,0.0,0.405,0.238,0.5,7.7,0.475,10.9,0.1,-0.1,-3.6,PG
35,67,30.3,0.17761194029850746,0.04029850746268657,0.1,0.016417910447761197,0.0029850746268656717,0.428,0.385,0.834,14.7,0.583,16.3,5.5,1.5,0.9,PG
27,81,22.3,0.09876543209876543,0.030864197530864196,0.029629629629629627,0.009876543209876543,0.0049382716049382715,0.423,0.421,0.816,10.9,0.56,15.3,3.5,0.6,-0.6,PG
24,67,15.7,0.11044776119402985,0.0417910447761194,0.014925373134328358,0.004477611940298508,0.0029850746268656717,0.446,0.344,0.809,13.6,0.565,19.5,2.1,0.4,-0.5,PF
